Date,Open,High,Low,Close,Volume,MA_5,MA_10,Daily_Return,Target
2015-01-14,0.0462892121049982,0.0442282158421269,0.0536131611786472,0.0492766286136961,0.0193256147294374,0.04577254740311076,0.04639235250899137,0.0740042262161722,0.0516977665687194
2015-01-15,0.0486970526442893,0.0511596549814052,0.0568353330743535,0.0516977665687194,0.0559568017997477,0.0484633587148944,0.04630128728991625,0.049133595847309364,0.0507165352842678
2015-01-16,0.0502125521326191,0.0460598809730209,0.0513186042130032,0.0507165352842678,0.0591837730278171,0.049023834795058396,0.04563353852877675,-0.018980148458585644,0.0477306093145062
2015-01-19,0.0491218433219108,0.0468924018025488,0.0539670896496485,0.0477306093145062,0.0119146174624574,0.04906055278114008,0.045220584288428275,-0.058874801936397825,0.0462413283313709
2015-01-20,0.046855732372848,0.043978388233102,0.0511699124859209,0.0462413283313709,0.0224111907193075,0.049132573622512075,0.04598080230906755,-0.03120180120312599,0.0481260030682165
2015-01-21,0.0471389865474727,0.0428682168279927,0.0518780646692424,0.0481260030682165,0.0252744897575517,0.048902448513416165,0.04733749795826346,0.040757365864142026,0.048090757882833
2015-01-22,0.0463600172770575,0.0427641884490399,0.0529049695825326,0.048090757882833,0.0230323295438348,0.04818104677623888,0.048322202745566645,-0.0007323522240886282,0.0466858745903108
2015-01-23,0.0460057175446317,0.0442626955603329,0.0529897655181041,0.0466858745903108,0.0348209415713502,0.04737491463744749,0.048199374716252935,-0.02921316598804735,0.0471742056169957
2015-01-27,0.0464844334114547,0.0425953913018395,0.0527679681138951,0.0471742056169957,0.0301421231281555,0.04726363389794538,0.04816209333954273,0.010459930995621702,0.0524857593037308
2015-01-28,0.0451572564540645,0.0467526749078102,0.0546623826928777,0.0524857593037308,0.034498142152953,0.04851252009241736,0.04882254685746472,0.1125944489634707,0.0532000232808977
2015-01-29,0.0501244953859614,0.050061908946003,0.0560815028035199,0.0532000232808977,0.0414589251606825,0.0495273241349536,0.04921488632418488,0.013608719520156187,0.0443448312636196
2015-01-30,0.0533461652715144,0.050937928815862,0.0499932238414495,0.0443448312636196,0.0651347848971517,0.04877813881111092,0.048479592793674905,-0.1664509049276619,0.048892746660624
2015-02-02,0.042176899328606,0.0434920797838841,0.0488650474241343,0.048892746660624,0.0351780895757474,0.04921951322517356,0.04829721393131052,0.10255795923471012,0.0551239135544066
2015-02-03,0.0463848637329107,0.0495475000617187,0.0552584559778215,0.0551239135544066,0.0256674639509203,0.05080945481265574,0.04903654435530056,0.12744562986069452,0.0489068314263373
2015-02-04,0.0543822079453175,0.0504790677001486,0.0545488283271553,0.0489068314263373,0.0245349835688276,0.05009366923717704,0.049303094664797195,-0.1127837580314961,0.0542963282102641
2015-02-05,0.0475698902464675,0.0532599765957317,0.0569472309091135,0.0542963282102641,0.050503855793588,0.05031293022305032,0.04992012717900196,0.11019926310385464,0.0575995495714105
